title,artist,link
In the Garden (2019),Zuzana Ullmannová,https://collections.ed.ac.uk/art/record/113745?highlight=*:*
Landscape (Circa 1988),Arlene Isbister,https://collections.ed.ac.uk/art/record/22604?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21557?highlight=*:*
Untitled (2007),Jo Ganter,https://collections.ed.ac.uk/art/record/99974?highlight=*:*
Agriculture,Unknown,https://collections.ed.ac.uk/art/record/20534?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53661?highlight=*:*
"Tomb of Ferry de Gros, Lord of Dyeghem Nieunland",Unknown,https://collections.ed.ac.uk/art/record/20567?highlight=*:*
Portrait of a Woman (1952),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/122867?highlight=*:*
Nude Study Female,Robert J. Brough,https://collections.ed.ac.uk/art/record/122855?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50547?highlight=*:*
Via D' Italia (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21673?highlight=*:*
Seated Male Nude with Glasses (Circa 1968),Gregory Lummell,https://collections.ed.ac.uk/art/record/21284?highlight=*:*
Rabid Dog,Roland Corbin,https://collections.ed.ac.uk/art/record/122962?highlight=*:*
Unknown (MAY 1948),John W. Corner,https://collections.ed.ac.uk/art/record/50516?highlight=*:*
Plate (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53727?highlight=*:*
Untitled (1969),Gabrielle Stubbs,https://collections.ed.ac.uk/art/record/22488?highlight=*:*
Seated Male Nude with Staff (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20882?highlight=*:*
Green and Cream Geometric (1974),Evelyn White,https://collections.ed.ac.uk/art/record/122810?highlight=*:*
Still Life (1995),Lorna McIntosh,https://collections.ed.ac.uk/art/record/22607?highlight=*:*
Small Portrait of a Woman in Brown,Polly A. Lister,https://collections.ed.ac.uk/art/record/22672?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,https://collections.ed.ac.uk/art/record/99366?highlight=*:*
Male Nude Leaning on a Table (verso),Unknown,https://collections.ed.ac.uk/art/record/22650?highlight=*:*
Standing Female Nude (1957),Ruth Illingworth,https://collections.ed.ac.uk/art/record/20934?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
Dying Adonis (Pre 1837),Clement Pappi,https://collections.ed.ac.uk/art/record/20596?highlight=*:*
Sienna Cathedral (1982),Ann Oram,https://collections.ed.ac.uk/art/record/102660?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53557?highlight=*:*
Male Figure (1958),David Rifat,https://collections.ed.ac.uk/art/record/122731?highlight=*:*
Unknown (1953-1954),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50616?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53698?highlight=*:*
Portrait of a Seated Figure (1958),Alan Alexander,https://collections.ed.ac.uk/art/record/21164?highlight=*:*
Untitled (1977),Eve F. Thomson,https://collections.ed.ac.uk/art/record/99826?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50549?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53673?highlight=*:*
Untitled (MAR 1997),Unknown,https://collections.ed.ac.uk/art/record/21919?highlight=*:*
Untitled - Still Life With Flowers (1961-1962),Gwendolene E Roger,https://collections.ed.ac.uk/art/record/99400?highlight=*:*
Portrait of a Young Woman (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20890?highlight=*:*
Nude Woman with Oranges (1962),Norma M. Kirk,https://collections.ed.ac.uk/art/record/122914?highlight=*:*
24 Composition,Christopher Nugent,https://collections.ed.ac.uk/art/record/21527?highlight=*:*
Lewis Landscape (1983),Ann C. Campbell,https://collections.ed.ac.uk/art/record/123111?highlight=*:*
Unknown (1974),Ian Robertson,https://collections.ed.ac.uk/art/record/50390?highlight=*:*
Multiple Studies of a Woman in a Long Dress and Bonnet (1956),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20820?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/50386?highlight=*:*
Racing Circuit (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21456?highlight=*:*
etc (2006),Catherine Robbie,https://collections.ed.ac.uk/art/record/99865?highlight=*:*
Unknown (1963),Janette Brown,https://collections.ed.ac.uk/art/record/50396?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Carole V Danielson,https://collections.ed.ac.uk/art/record/20674?highlight=*:*
Portrait of a Woman (1964),Jeff Koons,https://collections.ed.ac.uk/art/record/21346?highlight=*:*
Art Magazine Ads (1988-1989),Unknown,https://collections.ed.ac.uk/art/record/21365?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21895?highlight=*:*
Unknown,Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/50407?highlight=*:*
Portrait of a Man (1954),Eric Forrest,https://collections.ed.ac.uk/art/record/21405?highlight=*:*
Unknown (1947),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/50587?highlight=*:*
Untitled (2004),Rebecca Firth,https://collections.ed.ac.uk/art/record/21818?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50384?highlight=*:*
Horse (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122121?highlight=*:*
Untitled (2003),Andrea Bain,https://collections.ed.ac.uk/art/record/99938?highlight=*:*
Unknown (1943-1944),William MacLaren,https://collections.ed.ac.uk/art/record/50490?highlight=*:*
Untitled - Two Chefs in a Dark Room (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99280?highlight=*:*
Studio Corner (2003),Peter Scott,https://collections.ed.ac.uk/art/record/99937?highlight=*:*
Reclining Female Nude with Skeleton,Unknown,https://collections.ed.ac.uk/art/record/122803?highlight=*:*
Seated Male Nude reading a Newspaper (1960),Jean Ritchie,https://collections.ed.ac.uk/art/record/20791?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53624?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53515?highlight=*:*
The Miraculous Draught of Fishes (1951),Edward A. Gage,https://collections.ed.ac.uk/art/record/122881?highlight=*:*
Seated Skeleton (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21087?highlight=*:*
Girls from East Frieze of the Parthenon (1836-1837),Donald C S Shaw,https://collections.ed.ac.uk/art/record/20681?highlight=*:*
Portrait of a Man (1968),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21403?highlight=*:*
Donkey and Cart in Landscape (Circa 1955),Emma Gillies,https://collections.ed.ac.uk/art/record/21017?highlight=*:*
Plate,Hazel Holmes,https://collections.ed.ac.uk/art/record/53718?highlight=*:*
Back of Bennachie,Tina-Marja Leppanen-Ritchie,https://collections.ed.ac.uk/art/record/21623?highlight=*:*
Untitled - Portrait of A Woman (1982),Trevor Stubley,https://collections.ed.ac.uk/art/record/99434?highlight=*:*
Unknown (1968),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99514?highlight=*:*
Portrait of Seated Woman Reading (1953),Roy McCallum,https://collections.ed.ac.uk/art/record/20898?highlight=*:*
Untitled - Children Playing (1963),Monika L I Uecker,https://collections.ed.ac.uk/art/record/99445?highlight=*:*
Figure Composition (Circa 1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/122691?highlight=*:*
Standing Male Nude (1960s),Alan Dempster,https://collections.ed.ac.uk/art/record/21277?highlight=*:*
Spanish Village (1957),David McClure,https://collections.ed.ac.uk/art/record/122252?highlight=*:*
Craigleith Island July '92 (1992),Delia M Surplice,https://collections.ed.ac.uk/art/record/99415?highlight=*:*
Seated Nude at Washbasin (1963),Kathleen B. Russell,https://collections.ed.ac.uk/art/record/122786?highlight=*:*
Untitled (Unknown),S J Dooley,https://collections.ed.ac.uk/art/record/99912?highlight=*:*
Portrait of James McComb (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/122732?highlight=*:*
Unknown (1957),Morag Cuthbertson,https://collections.ed.ac.uk/art/record/50507?highlight=*:*
Seated Figure Reading Newspaper,Angus C. A. Hood,https://collections.ed.ac.uk/art/record/22610?highlight=*:*
Seated Female Nude (1958),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20921?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53575?highlight=*:*
Untitled (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/22027?highlight=*:*
Vase,Emma Gillies,https://collections.ed.ac.uk/art/record/53738?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99960?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53679?highlight=*:*
Patchwork quilt (1700-1899),Unknown,https://collections.ed.ac.uk/art/record/102731?highlight=*:*
Seated Female Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20873?highlight=*:*
Untitled (2003),Scott Laverie,https://collections.ed.ac.uk/art/record/93377?highlight=*:*
Tskihrva (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22043?highlight=*:*
Forest (Circa 1988),Sheila MacGregor,https://collections.ed.ac.uk/art/record/21500?highlight=*:*
Unknown (1950),Muriel Davidson,https://collections.ed.ac.uk/art/record/53475?highlight=*:*
"3,500 Men (May 1986)",Andrew Arnott,https://collections.ed.ac.uk/art/record/99470?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21627?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/22000?highlight=*:*
Disaster Painting 2 (2024),Esther Forse,https://collections.ed.ac.uk/art/record/123746?highlight=*:*
Portrait of a Seated Man (1951),James P W Syme,https://collections.ed.ac.uk/art/record/21370?highlight=*:*
Untitled (1964),Carol Handyside,https://collections.ed.ac.uk/art/record/99840?highlight=*:*
Bowl (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122078?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53721?highlight=*:*
Four way / Exchange Portfolio (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99854?highlight=*:*
Vilnius Academy of Fine Arts,Unknown,https://collections.ed.ac.uk/art/record/99853?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53701?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
Untitled - Life Drawing of Woman Reclining on a Bed (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99249?highlight=*:*
Blue and Black Grid,Joan E. Smith,https://collections.ed.ac.uk/art/record/22550?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
Abstracted Guitar Player (1960),Denness Morton,https://collections.ed.ac.uk/art/record/21082?highlight=*:*
Unknown (1984-1985),Olivia Irvine,https://collections.ed.ac.uk/art/record/53563?highlight=*:*
Venice (1951),Sax Shaw,https://collections.ed.ac.uk/art/record/99849?highlight=*:*
Portrait of a Man (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22695?highlight=*:*
"In ""Head"" 73 (1973)",Gavin Robson,https://collections.ed.ac.uk/art/record/99404?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20670?highlight=*:*
Seated Female Nude with Striped Floor Drape,D G Seymour,https://collections.ed.ac.uk/art/record/22642?highlight=*:*
Standing Female Nude (1957),Robert I Montgomery,https://collections.ed.ac.uk/art/record/20963?highlight=*:*
Champagne (1993),Katherine B K Burns,https://collections.ed.ac.uk/art/record/99416?highlight=*:*
Portrait of a Man (1950),Kenneth T. W. Neil,https://collections.ed.ac.uk/art/record/21390?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21696?highlight=*:*
Blue Waterfall,Andrew Mackenzie,https://collections.ed.ac.uk/art/record/20751?highlight=*:*
Portrait of a Woman in a Headdress,Adam Bruce Thomson,https://collections.ed.ac.uk/art/record/20828?highlight=*:*
Dying Gaul (1822),Unknown,https://collections.ed.ac.uk/art/record/20597?highlight=*:*
Untitled,John Nichol,https://collections.ed.ac.uk/art/record/112448?highlight=*:*
Udder Hand (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99265?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21857?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53710?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20724?highlight=*:*
Grey Cover,Maureen Dawson,https://collections.ed.ac.uk/art/record/22633?highlight=*:*
Untitled (1966),Alfred Hackney,https://collections.ed.ac.uk/art/record/99845?highlight=*:*
Man and Cauldron (1950),Thomas Pow,https://collections.ed.ac.uk/art/record/21029?highlight=*:*
Standing Male Nude (1930-1931),Campbell,https://collections.ed.ac.uk/art/record/21126?highlight=*:*
Portrait of a Man (1959),Marion M Cooper,https://collections.ed.ac.uk/art/record/20971?highlight=*:*
Unknown (1950),Duncan Currie,https://collections.ed.ac.uk/art/record/50392?highlight=*:*
Unknown,Charles Ian Patterson,https://collections.ed.ac.uk/art/record/50389?highlight=*:*
Sky with Floating Kites (Circa 1968),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22588?highlight=*:*
Untitled - Street Scene (1960),Frederick C White,https://collections.ed.ac.uk/art/record/99453?highlight=*:*
Theatrical Performance,Robert Maclaurin,https://collections.ed.ac.uk/art/record/21513?highlight=*:*
Standing Male Nude (1960),Thomas T Robertson,https://collections.ed.ac.uk/art/record/20806?highlight=*:*
Portrait of a Woman (1952),W Baxter,https://collections.ed.ac.uk/art/record/21205?highlight=*:*
Untitled (1969),John Stewart,https://collections.ed.ac.uk/art/record/99528?highlight=*:*
Unknown,Fiona Hewitt,https://collections.ed.ac.uk/art/record/53599?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53682?highlight=*:*
Untitled - Abstract Blue and Red Shapes (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/99387?highlight=*:*
Portrait of a Seated Woman (1958),Ann Forbes,https://collections.ed.ac.uk/art/record/21112?highlight=*:*
Graveyard and Church (possibly),John Brown,https://collections.ed.ac.uk/art/record/21525?highlight=*:*
Landscape (01 MAY 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21466?highlight=*:*
Untitled - Nude Male (1968-1969),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/99409?highlight=*:*
Composition with Figures and Flags (Diptych) (1965),William Gillon,https://collections.ed.ac.uk/art/record/21314?highlight=*:*
Cast Study of Clement Pappi's 'Dying Adonis' (15 MAY 1950),David Michie,https://collections.ed.ac.uk/art/record/21036?highlight=*:*
Unknown,Robert Euman,https://collections.ed.ac.uk/art/record/53545?highlight=*:*
Untitled (Unknown),David Giblin,https://collections.ed.ac.uk/art/record/21635?highlight=*:*
Untitled (1954),Ian Hodkinson,https://collections.ed.ac.uk/art/record/111041?highlight=*:*
Woodland #4 (2007),Asbjorn Hollerud,https://collections.ed.ac.uk/art/record/99898?highlight=*:*
Riders: Parthenon Frieze (1836-1837),Henry Moore,https://collections.ed.ac.uk/art/record/20706?highlight=*:*
Hairy Veg (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99266?highlight=*:*
Seated Female Nude wearing Floral Hat (1962),June M. Morgan,https://collections.ed.ac.uk/art/record/99354?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21853?highlight=*:*
Standing Woman,John Bellany,https://collections.ed.ac.uk/art/record/20766?highlight=*:*
Distortion 2 (2014),Ainsley Francis,https://collections.ed.ac.uk/art/record/47453?highlight=*:*
Cotton Wool Brain (2019),Zuzana Ullmannová,https://collections.ed.ac.uk/art/record/113744?highlight=*:*
Red on Black Abstract,S. R. Morris,https://collections.ed.ac.uk/art/record/122729?highlight=*:*
Portrait of a Man (1959),Alan Kemp,https://collections.ed.ac.uk/art/record/20902?highlight=*:*
Standing Male Nude,John Houston,https://collections.ed.ac.uk/art/record/21047?highlight=*:*
Untitled - Woodland Fantasy in Green (1963),Jean M. Marshall,https://collections.ed.ac.uk/art/record/99362?highlight=*:*
1st State (Unknown),Euan Gray,https://collections.ed.ac.uk/art/record/21951?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53650?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53553?highlight=*:*
Still Life with Apples (Circa 1966),Jean E. Selby,https://collections.ed.ac.uk/art/record/122764?highlight=*:*
Unknown (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/50512?highlight=*:*
Untited (1986),Paul Furneaux,https://collections.ed.ac.uk/art/record/21611?highlight=*:*
