title,artist,link
Goat (1920s),Iona Murray,https://collections.ed.ac.uk/art/record/53746?highlight=*:*
Lovers and birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99418?highlight=*:*
Portrait of a Young Man Poised to Throw,James P W Syme,https://collections.ed.ac.uk/art/record/20838?highlight=*:*
Masked Divers,Robin S. Taylor,https://collections.ed.ac.uk/art/record/22683?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21191?highlight=*:*
Coffee Pot (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53691?highlight=*:*
Seated Male Nude (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21079?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50524?highlight=*:*
Miners (Circa 1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21369?highlight=*:*
Notations: Edinburgh (2017),India Elizabeth Cawley Gelling,https://collections.ed.ac.uk/art/record/100016?highlight=*:*
Extended Effect (2007),Karin Nogva,https://collections.ed.ac.uk/art/record/99900?highlight=*:*
Untitled (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/112309?highlight=*:*
Seated Female Nude (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/21249?highlight=*:*
Unknown (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/50499?highlight=*:*
Metope 3 from entablature of the Parthenon (1837),Lucy Bowman,https://collections.ed.ac.uk/art/record/20640?highlight=*:*
Seated Female Nude,Brian Caster,https://collections.ed.ac.uk/art/record/21443?highlight=*:*
Untitled,Elizabeth M. Hansen,https://collections.ed.ac.uk/art/record/112345?highlight=*:*
Untitled (1960),Sabine Lechner,https://collections.ed.ac.uk/art/record/99839?highlight=*:*
Thanks for Help and Support (JUN 2002),Ian Duff,https://collections.ed.ac.uk/art/record/21878?highlight=*:*
Unknown (1942),Unknown,https://collections.ed.ac.uk/art/record/50579?highlight=*:*
Extra Light Shoe (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99264?highlight=*:*
Unknown (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53480?highlight=*:*
Face on Water,Paul Furneaux,https://collections.ed.ac.uk/art/record/21747?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,https://collections.ed.ac.uk/art/record/22511?highlight=*:*
Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50458?highlight=*:*
Unknown (1948),William D Clyne,https://collections.ed.ac.uk/art/record/50578?highlight=*:*
Portrait of the sad bed (2002),Jan Vaibaraite,https://collections.ed.ac.uk/art/record/99989?highlight=*:*
Replica cast of Partheon frieze GE32,Unknown,https://collections.ed.ac.uk/art/record/20654?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53687?highlight=*:*
Untitled (1962),F. Milner,https://collections.ed.ac.uk/art/record/21761?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99858?highlight=*:*
Untitled (2007),Patricio Esteban Briceno,https://collections.ed.ac.uk/art/record/99964?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/99462?highlight=*:*
Seated Female Nude (1954),Robert Fraser,https://collections.ed.ac.uk/art/record/21242?highlight=*:*
Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,https://collections.ed.ac.uk/art/record/102742?highlight=*:*
Untitled (1997),Rachel Clark,https://collections.ed.ac.uk/art/record/21875?highlight=*:*
Composition with Table and String of Paper (Circa 1989),Claire E. Banks,https://collections.ed.ac.uk/art/record/122833?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99535?highlight=*:*
Still Life (1994-1995),Kerry Watson,https://collections.ed.ac.uk/art/record/21450?highlight=*:*
Sampler on course slub material,Unknown,https://collections.ed.ac.uk/art/record/102665?highlight=*:*
Green Square Abstract,Unknown,https://collections.ed.ac.uk/art/record/22625?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,https://collections.ed.ac.uk/art/record/21686?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53635?highlight=*:*
Study for Mural - Industrial Unrest,Robert M E Callender,https://collections.ed.ac.uk/art/record/21147?highlight=*:*
Composition with Two Dresses (1969),David A. H. Gibsone,https://collections.ed.ac.uk/art/record/122869?highlight=*:*
Seated Female Nude (1966-1967),George Donald,https://collections.ed.ac.uk/art/record/21094?highlight=*:*
Forth Shore II (1985),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21801?highlight=*:*
Untitled (1963),W. Douglas,https://collections.ed.ac.uk/art/record/21768?highlight=*:*
Untitled (1991-1992),Kate McKenzie,https://collections.ed.ac.uk/art/record/21934?highlight=*:*
Standing Male Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/122720?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21683?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53497?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21894?highlight=*:*
Landscape (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21294?highlight=*:*
Seated Female Nude on Painted Wooden Chair (1967),Gwendolene H. MacKenzie,https://collections.ed.ac.uk/art/record/122722?highlight=*:*
Scraped Bus Wheel (1990),Alastair Clark,https://collections.ed.ac.uk/art/record/21900?highlight=*:*
Crazily Paved (Unknown),John Brown,https://collections.ed.ac.uk/art/record/21661?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99819?highlight=*:*
Big Handed Woman with Fur Collar (verso) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22706?highlight=*:*
Two Greyhounds (1966-1967),James Fairgrieve,https://collections.ed.ac.uk/art/record/21397?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21253?highlight=*:*
Salmon Abstract,Catherine Fairgrieve,https://collections.ed.ac.uk/art/record/22595?highlight=*:*
Untitled (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/22026?highlight=*:*
Abstract Composition in Yellow (Circa 1972),Charles K. S. Shaw,https://collections.ed.ac.uk/art/record/22599?highlight=*:*
Untitled (Unknown),Derek Reid,https://collections.ed.ac.uk/art/record/21642?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99841?highlight=*:*
Reclining Male Nude (1959),James C. Y. Gavin,https://collections.ed.ac.uk/art/record/20878?highlight=*:*
Street Scene (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21419?highlight=*:*
Three Views of a Standing Male Nude with hand on hip (1948),John Thompson,https://collections.ed.ac.uk/art/record/20845?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,https://collections.ed.ac.uk/art/record/21695?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53703?highlight=*:*
Man in Spanish Costume (1955),Alexander S Campbell,https://collections.ed.ac.uk/art/record/21317?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50583?highlight=*:*
Figures in a Landscape Mending Nets (Circa 1952),Dorothy H. N. Forrest,https://collections.ed.ac.uk/art/record/122828?highlight=*:*
Near Limoges (1986),Jo Ganter,https://collections.ed.ac.uk/art/record/21963?highlight=*:*
Unknown,Hazel Holmes,https://collections.ed.ac.uk/art/record/53598?highlight=*:*
Untitled (Unknown),Anne Slater,https://collections.ed.ac.uk/art/record/21797?highlight=*:*
Untitled,Garry Marshall,https://collections.ed.ac.uk/art/record/112341?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,https://collections.ed.ac.uk/art/record/20603?highlight=*:*
Robin (1953),Diana M. Douglas-Hamilton,https://collections.ed.ac.uk/art/record/22741?highlight=*:*
Self Portrait,Lesley M. Johns,https://collections.ed.ac.uk/art/record/22731?highlight=*:*
Portrait of a Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21378?highlight=*:*
Portrait (1954),Ursula Giles,https://collections.ed.ac.uk/art/record/21207?highlight=*:*
Hand Thrown Pot (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53736?highlight=*:*
Mods and Rockers,George M. Donald,https://collections.ed.ac.uk/art/record/122829?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),John Boyd,https://collections.ed.ac.uk/art/record/20669?highlight=*:*
Portrait of a Woman (1958),Emma Gillies,https://collections.ed.ac.uk/art/record/20957?highlight=*:*
Saucer,Joanna I. Taylor,https://collections.ed.ac.uk/art/record/53664?highlight=*:*
Sitting Nude Female (1977),Laura Nye,https://collections.ed.ac.uk/art/record/22721?highlight=*:*
Portrait of a Man (1952),David Michie,https://collections.ed.ac.uk/art/record/21384?highlight=*:*
Cushion,Winsome Douglass,https://collections.ed.ac.uk/art/record/113831?highlight=*:*
Standing Female Nude (1951),William M. McG. Gillon,https://collections.ed.ac.uk/art/record/21068?highlight=*:*
Couple with Chauffer and Limousine (1964),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/122684?highlight=*:*
Untitled,Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/112350?highlight=*:*
Seated Female with Red Cape (1953),Unknown,https://collections.ed.ac.uk/art/record/123110?highlight=*:*
Venus de' Medici,"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/20607?highlight=*:*
From Early Italian Poets (1974-1976),Allan Sutherland,https://collections.ed.ac.uk/art/record/21001?highlight=*:*
Standing Female Nude (1953),John Houston,https://collections.ed.ac.uk/art/record/20978?highlight=*:*
Portrait of a Woman (1958),Peter Stitt,https://collections.ed.ac.uk/art/record/20958?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Leonie Neuweger,https://collections.ed.ac.uk/art/record/20730?highlight=*:*
The Etiquette of Landscape and Face: Passage 1 (2015),James W. H. Cumming,https://collections.ed.ac.uk/art/record/53781?highlight=*:*
The Calvaryman (1949),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/122885?highlight=*:*
Coronation Jug (1953),Douglas Kerr,https://collections.ed.ac.uk/art/record/22507?highlight=*:*
Standing Female Nude (1952),Robert L Snowden,https://collections.ed.ac.uk/art/record/21224?highlight=*:*
Untitled (1960),Irene G. Thomson,https://collections.ed.ac.uk/art/record/21539?highlight=*:*
Portrait of a Man with a Book,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/22655?highlight=*:*
Italian Landscape,Unknown,https://collections.ed.ac.uk/art/record/122897?highlight=*:*
Aux cinq billiards (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99340?highlight=*:*
Head of a Companion of Odysseus,Unknown,https://collections.ed.ac.uk/art/record/20583?highlight=*:*
Running goddess from east pediment of the Parthenon,Unknown,https://collections.ed.ac.uk/art/record/20636?highlight=*:*
Ayrshire christening robe (1800-1899),Marjorie Wallace,https://collections.ed.ac.uk/art/record/102680?highlight=*:*
Unknown (1947-1948),Unknown,https://collections.ed.ac.uk/art/record/50449?highlight=*:*
Untitled (Unknown),Richard Easson,https://collections.ed.ac.uk/art/record/21711?highlight=*:*
Untitled (1969),Emma Gillies,https://collections.ed.ac.uk/art/record/99831?highlight=*:*
Horse (1920s),Moyna Flannigan,https://collections.ed.ac.uk/art/record/53756?highlight=*:*
Untitled (Unknown),William Gillon,https://collections.ed.ac.uk/art/record/21933?highlight=*:*
The Three Tyches,Unknown,https://collections.ed.ac.uk/art/record/20533?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Fiona M Mouat,https://collections.ed.ac.uk/art/record/20727?highlight=*:*
Seated Female Nude (Circa 1953),Unknown,https://collections.ed.ac.uk/art/record/122824?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Robert Adam,https://collections.ed.ac.uk/art/record/20651?highlight=*:*
Postgraduate Degree Show 1986 (1986),Peter Brady,https://collections.ed.ac.uk/art/record/21584?highlight=*:*
Kneeling Male Nude (1953),Robert Maclaurin,https://collections.ed.ac.uk/art/record/20967?highlight=*:*
Seated Male Nude (1983-1984),Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/21522?highlight=*:*
Still Life with Fish (1961),Irene Scott,https://collections.ed.ac.uk/art/record/22723?highlight=*:*
Portrait of a Young Woman (1965),Paul Laidler,https://collections.ed.ac.uk/art/record/21292?highlight=*:*
Portrait of a Man (1956),James Robertson,https://collections.ed.ac.uk/art/record/21186?highlight=*:*
Reclining Nude (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20840?highlight=*:*
Standing Female Nude (1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22516?highlight=*:*
Life Study of Two Nude Models,Scott Lauder,https://collections.ed.ac.uk/art/record/122698?highlight=*:*
Altarpiece of the Coronation of the Virgin,Unknown,https://collections.ed.ac.uk/art/record/20563?highlight=*:*
Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22501?highlight=*:*
Filtrate (1991),Joan Rutie,https://collections.ed.ac.uk/art/record/21967?highlight=*:*
Abstract (1967),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/22614?highlight=*:*
Sleeping Male Nude (1970),Elsbeth Coop,https://collections.ed.ac.uk/art/record/20970?highlight=*:*
Self Portrait (1951),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/22708?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/21274?highlight=*:*
Portrait of a Man,John Hunter,https://collections.ed.ac.uk/art/record/21041?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21457?highlight=*:*
Still Life with Jugs and Milk Bottle (Circa 1962),Kathleen B. Russell,https://collections.ed.ac.uk/art/record/122781?highlight=*:*
Untitled (1977),Katherine Keil,https://collections.ed.ac.uk/art/record/21618?highlight=*:*
Cat (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21323?highlight=*:*
Tiger Tiger (Unknown),Enid Marx,https://collections.ed.ac.uk/art/record/21664?highlight=*:*
Portrait of a Woman (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21123?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99812?highlight=*:*
Untitled (Unknown),Ciaran O'Nuallian,https://collections.ed.ac.uk/art/record/99971?highlight=*:*
Unknown (24 JAN 1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50588?highlight=*:*
Munich Olympics (1972),Alan Davie,https://collections.ed.ac.uk/art/record/21536?highlight=*:*
Travelling (Nov 1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21737?highlight=*:*
Composition unified by blue using under colour orange (1962),John Bellany,https://collections.ed.ac.uk/art/record/20777?highlight=*:*
Still Life,Vivien Alexander,https://collections.ed.ac.uk/art/record/122874?highlight=*:*
Untitled (Unknown),Patrick McKenzie Smith,https://collections.ed.ac.uk/art/record/21614?highlight=*:*
Untitled (Unknown),Edward Stratton,https://collections.ed.ac.uk/art/record/21800?highlight=*:*
Mythical Composition with Four Figures and Coastal Cliffs,Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/22656?highlight=*:*
Untitled (Unknown),George Glen,https://collections.ed.ac.uk/art/record/21720?highlight=*:*
Plate (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53726?highlight=*:*
Japanese Scene with Fish,George M. Donald,https://collections.ed.ac.uk/art/record/112494?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99279?highlight=*:*
Fragments (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/122734?highlight=*:*
Untitled,Jane Strachen,https://collections.ed.ac.uk/art/record/20758?highlight=*:*
Untitled (1987),Mia Stanley,https://collections.ed.ac.uk/art/record/21577?highlight=*:*
Untitled - Abstract Still Life of Flowers and Fruit (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99351?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22626?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53720?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99796?highlight=*:*
Lit Doorway,C. K.?,https://collections.ed.ac.uk/art/record/22541?highlight=*:*
Abstract,Alan T. Johnston,https://collections.ed.ac.uk/art/record/22609?highlight=*:*
Untitled - Cubist Guitar Player (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99350?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,https://collections.ed.ac.uk/art/record/99240?highlight=*:*
Untitled - Birdcage and Baby (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99349?highlight=*:*
Opuntia Claiata (1993),Jane Watt,https://collections.ed.ac.uk/art/record/21956?highlight=*:*
Unfinished Portrait,Unknown,https://collections.ed.ac.uk/art/record/122907?highlight=*:*
Still Life with Twigs and Teazles (Circa 1950),Joan Connell,https://collections.ed.ac.uk/art/record/122858?highlight=*:*
Viennese embroidery in frame (1936),Unknown,https://collections.ed.ac.uk/art/record/100010?highlight=*:*
Still Life (1983),Ruth Stirling,https://collections.ed.ac.uk/art/record/122772?highlight=*:*
2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,https://collections.ed.ac.uk/art/record/99885?highlight=*:*
Woman Sewing (1963),Chloe E Brayn,https://collections.ed.ac.uk/art/record/99374?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21604?highlight=*:*
Mrs Nico (1963),Chloe E Brayn,https://collections.ed.ac.uk/art/record/122876?highlight=*:*
Man in Vest (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/22664?highlight=*:*
Untitled (1962),Janette Brown,https://collections.ed.ac.uk/art/record/99376?highlight=*:*
Still Life with a Jar of Cherries (1969),Rosemary E. Hamblin,https://collections.ed.ac.uk/art/record/122683?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21874?highlight=*:*
Big Top (Circa 1968),Gillian Mather,https://collections.ed.ac.uk/art/record/21485?highlight=*:*
Self Portrait,Vivien Alexander,https://collections.ed.ac.uk/art/record/122918?highlight=*:*
Untitled (1967),Lawrence Roche,https://collections.ed.ac.uk/art/record/21758?highlight=*:*
Part Piece,Christopher Nugent,https://collections.ed.ac.uk/art/record/122967?highlight=*:*
Portrait of a Man (1951),James Wilson,https://collections.ed.ac.uk/art/record/21226?highlight=*:*
Vase (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122132?highlight=*:*
Abstract with White Paper Strips,Alistair J. Magee,https://collections.ed.ac.uk/art/record/22540?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,https://collections.ed.ac.uk/art/record/21326?highlight=*:*
Seated Female Nude (1959),Robert M E Callender,https://collections.ed.ac.uk/art/record/122827?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99943?highlight=*:*
Unknown (1939),Eleanora Borrie,https://collections.ed.ac.uk/art/record/50608?highlight=*:*
Male Model with Towel (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/22661?highlight=*:*
Still Life with Jar (Circa 1958),Peter C. Standen,https://collections.ed.ac.uk/art/record/122788?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53690?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53629?highlight=*:*
Unknown (1964),Cameron,https://collections.ed.ac.uk/art/record/53586?highlight=*:*
Portrait of a Man Seated (possibly),Paul Furneaux,https://collections.ed.ac.uk/art/record/21517?highlight=*:*
Squirrel (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122125?highlight=*:*
Part of petticoat,Unknown,https://collections.ed.ac.uk/art/record/100004?highlight=*:*
29 Split Summer Festival (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22041?highlight=*:*
Untitled - Standing Nude Male Draped with a Robe (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99275?highlight=*:*
Yellow Mist,Unknown,https://collections.ed.ac.uk/art/record/122899?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21782?highlight=*:*
Charioteers from North Frieze of the Parthenon (1836-1837),Peter Marshall,https://collections.ed.ac.uk/art/record/20678?highlight=*:*
Untitled (1997),Calum Wilson,https://collections.ed.ac.uk/art/record/21889?highlight=*:*
View of a Street (1980),Peter McGinn,https://collections.ed.ac.uk/art/record/21454?highlight=*:*
"Circo Togni, Ravenna (1957)",J Lord,https://collections.ed.ac.uk/art/record/21114?highlight=*:*
Seated Male Nude (1965),Ann F Ward,https://collections.ed.ac.uk/art/record/21291?highlight=*:*
Untitled - Paris cityscape with Two Cranes (1963),Peter Standen,https://collections.ed.ac.uk/art/record/99343?highlight=*:*
Man with Wooden Leg Pulling Barrow of Flowers (1958-1959),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/20795?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21595?highlight=*:*
Abstract in Yellow and Black (1991),Emma Gillies,https://collections.ed.ac.uk/art/record/22630?highlight=*:*
Dish (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53723?highlight=*:*
Trying to be So Quiet,Nicola M. Wheal,https://collections.ed.ac.uk/art/record/122902?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50610?highlight=*:*
Untitled - Nude Figure Lying in Bed (1984),Joseph Sharples,https://collections.ed.ac.uk/art/record/99333?highlight=*:*
Portrait of a Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21071?highlight=*:*
Dish (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/122068?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/21282?highlight=*:*
Four Abstract Panels,Linda A. Henniker,https://collections.ed.ac.uk/art/record/21460?highlight=*:*
Miner and Dog (Unknown),Sir Sidney Nolan,https://collections.ed.ac.uk/art/record/21679?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21620?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50518?highlight=*:*
Untitled (1969),Rosemary Hamblin,https://collections.ed.ac.uk/art/record/22004?highlight=*:*
Portrait of a Woman (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/21285?highlight=*:*
"Two Female Nudes: One Standing, One Seated",John Pettie,https://collections.ed.ac.uk/art/record/122724?highlight=*:*
Landscape (1966),Beth D. Mitchell,https://collections.ed.ac.uk/art/record/22675?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),David McClure,https://collections.ed.ac.uk/art/record/20720?highlight=*:*
Seated Woman (30 May 1949),Jane Heggie,https://collections.ed.ac.uk/art/record/21039?highlight=*:*
Portrait of a Man Seated (1960),John Muench,https://collections.ed.ac.uk/art/record/20980?highlight=*:*
Sea Harvest (1953),Unknown,https://collections.ed.ac.uk/art/record/21753?highlight=*:*
Don Quixote (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21682?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113835?highlight=*:*
The Little Posy (1957),Anne Redpath,https://collections.ed.ac.uk/art/record/19999?highlight=*:*
Reclining Female Nude (Circa 1967),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/21355?highlight=*:*
The Harbour (Apr 1982),Susan Thores,https://collections.ed.ac.uk/art/record/21974?highlight=*:*
Tree and Horses (1955),Carol Duke,https://collections.ed.ac.uk/art/record/122964?highlight=*:*
Standing Male Nude (21 MAY 1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21251?highlight=*:*
Sketch of Figure in a Window for Final Composition,Colin Brown,https://collections.ed.ac.uk/art/record/53567?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99436?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21850?highlight=*:*
Untitled (1963),Iona Murray,https://collections.ed.ac.uk/art/record/22003?highlight=*:*
Charlotte (1984),B.R. Coode-Adams,https://collections.ed.ac.uk/art/record/21600?highlight=*:*
North State (2013),Tiina Lilja,https://collections.ed.ac.uk/art/record/47438?highlight=*:*
Still Life (1968),Alfons B. Jasinski,https://collections.ed.ac.uk/art/record/122702?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21952?highlight=*:*
Untitled (1976),Paul Grime,https://collections.ed.ac.uk/art/record/21831?highlight=*:*
Silenus and the Infant Dionysos,Unknown,https://collections.ed.ac.uk/art/record/20586?highlight=*:*
Performing Labour (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113780?highlight=*:*
Transposition (Red and Gold) (2014),Emma Smith,https://collections.ed.ac.uk/art/record/47457?highlight=*:*
Seated Female Nude (1959),Violet Thomson,https://collections.ed.ac.uk/art/record/21145?highlight=*:*
Whitey 1.1 (2015),Stephanie Maclean,https://collections.ed.ac.uk/art/record/53780?highlight=*:*
Untitled (Unknown),David [Unknown],https://collections.ed.ac.uk/art/record/21990?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50609?highlight=*:*
Standing Female Nude (possibly),Rose Rifat,https://collections.ed.ac.uk/art/record/21236?highlight=*:*
Portrait of a Woman's Head (1957),Erica M Thomas,https://collections.ed.ac.uk/art/record/20841?highlight=*:*
Portrait of a Seated Woman,Barbara Mackie,https://collections.ed.ac.uk/art/record/20999?highlight=*:*
Composition Notes (02 MAY 1978),Unknown,https://collections.ed.ac.uk/art/record/53537?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,https://collections.ed.ac.uk/art/record/50447?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53722?highlight=*:*
Portrait of a Woman (1954),Nita Newman,https://collections.ed.ac.uk/art/record/21209?highlight=*:*
Death Mask (2) (1964),H. Dempshall,https://collections.ed.ac.uk/art/record/21649?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21022?highlight=*:*
Unknown (1948),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50537?highlight=*:*
Man with Glasses (1941),P. G. Prescot,https://collections.ed.ac.uk/art/record/22737?highlight=*:*
Portrait of a Young Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21070?highlight=*:*
Portrait of a Seated Woman (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21295?highlight=*:*
Standing Female Nude (1953),Fiona M Mouat,https://collections.ed.ac.uk/art/record/21049?highlight=*:*
Seated Woman,Ruari MacLeod,https://collections.ed.ac.uk/art/record/21497?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50388?highlight=*:*
Portrait (1956),Unknown,https://collections.ed.ac.uk/art/record/21256?highlight=*:*
Unknown (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21879?highlight=*:*
Untitled (1963),Irene Thomson,https://collections.ed.ac.uk/art/record/22016?highlight=*:*
Mexican needleweaving.donkeys (1951),Unknown,https://collections.ed.ac.uk/art/record/102691?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,https://collections.ed.ac.uk/art/record/99360?highlight=*:*
Untitled (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/22028?highlight=*:*
Reclining Nude Woman (1953),Frances M. Walker,https://collections.ed.ac.uk/art/record/122784?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50554?highlight=*:*
